,X true,X pred
0,72.9283424918459,-134.17009653441025
1,72.959616794712,42.570396972931775
2,72.99109591353277,44.474960629455765
3,73.02278184774066,44.47322778044298
4,73.05467662262087,45.00638543436774
5,73.08678228972626,45.006440743707984
6,73.11910092730012,45.006277688539534
7,73.15163464070712,-134.1406149389076
8,73.1843855628724,44.300002352170665
9,73.2173558547293,44.305524231046284
10,73.2505477056757,44.863121454910555
11,73.28396333403904,44.8673960156655
12,73.3176049875507,44.86742460066766
13,73.35147494382927,44.86746057935142
14,73.38557551087362,44.97960730319458
15,73.41990902756534,44.979569115718306
16,73.45447786418134,44.84266149952656
17,73.48928442291636,44.948493811520606
18,73.52433113841592,44.94847089893962
19,73.55962047831983,44.94842590461958
20,73.5951549438166,44.94844705625867
21,73.6309370702088,44.90284961683198
22,73.66696942748983,44.90292401450626
23,73.70325462093224,44.90274588717376
24,73.73979529168804,44.90286026522756
25,73.7765941174009,44.90286790973385
26,73.81365381283108,44.90281478801783
27,73.85097713049274,44.822593013873366
28,73.88856686130458,44.82302935545312
29,73.92642583525361,44.86474552842969
30,73.96455692207257,44.96883153266771
31,74.00296303193134,44.96719246653319
32,74.04164711614264,44.96714345175103
33,74.08061216788234,44.96701216415482
34,74.11986122292473,44.899690316438154
35,74.1593973603932,44.89972919386564
36,74.1992237035265,44.85794605668317
37,74.23934342046127,44.85494408661045
38,74.27975972503074,44.85501589726555
39,74.32047587758075,44.85504580352107
40,74.36149518580255,44.85493747180043
41,74.40282100558369,45.02189253185324
42,74.44445674187689,45.02776037796208
43,74.48640584958744,45.073864656179275
44,74.52867183447987,45.07376034175826
45,74.57125825410374,45.04016504639551
46,74.6141687187399,44.98176607286024
47,74.65740689236685,44.98175385333075
48,74.7009764936483,44.98171979699435
49,74.74488129694222,44.98038616846415
50,74.78912513333196,44.98037425194875
51,74.83371189167995,44.936615707929064
52,74.87864551970463,44.92391525880554
53,74.92393002508122,44.85092233235387
54,74.96956947656672,44.85087851721558
55,75.01556800515013,44.835873811448714
56,75.06192980522803,44.83548081184089
57,75.1086591358068,-134.40101025634206
58,75.1557603217315,-134.3995859554555
59,75.20323775494266,-134.4011295136633
60,75.25109589576128,-134.02132425730116
61,75.29933927420315,-134.02332399829837
62,75.34797249132275,-134.02273813740035
63,75.39700022058825,42.82247972180268
64,75.44642720928745,44.87144099166275
65,75.49625827996651,44.87135284202656
66,75.54649833190146,44.936425952612765
67,75.59715234260385,44.938303558644265
68,75.64822536936143,45.57503030426281
69,75.69972255081441,45.5732154313279
70,75.75164910856886,45.57230097983491
71,75.80401034884753,45.57721052797954
72,75.85681166417972,45.57633953974183
73,75.91005853513097,45.51551537464094
74,75.96375653207353,-135.3021004433373
75,76.01791131699893,-135.30142450382166
76,76.07252864537382,-135.54046205085015
77,76.1276143680399,45.63602058798096
78,76.18317443315966,-135.26478063111713
79,76.23921488820876,-135.33202023078064
80,76.29574188201656,-135.3326372704752
81,76.35276166685597,-135.3330721924528
82,76.41028060058426,45.42180292235696
83,76.46830514883585,45.42260374768677
84,76.52684188726886,45.42139780837172
85,76.58589750386672,45.42081075388593
86,76.64547880129655,45.50573494874755
87,76.70559269932569,45.618971051931176
88,76.76624623729825,45.619771312533345
89,76.82744657667311,45.65900389826836
90,76.88920100362547,44.90525774953054
91,76.95151693171333,44.920239566150094
92,77.0144019046111,44.929671784101075
93,77.07786359891209,44.92939278428317
94,77.14190982700183,44.75087565264693
95,77.20654854000443,44.781992820045765
96,77.27178783080389,-134.81208618612038
97,77.33763593714258,44.66606475538692
98,77.40410124479918,44.70136240004082
99,77.47119229084849,45.05197000787506
100,77.53891776700512,44.9383741691976
101,77.60728652305397,44.938374399830174
102,77.67630757036979,44.93836097029004
103,77.74599008552842,44.93685470739803
104,77.81634341401262,44.835630044706754
105,77.88737707401499,44.83560690856015
106,77.9591007603412,44.81627937643228
107,78.03152434841618,44.85137894728413
108,78.10465789839662,44.81101375162637
109,78.17851165939275,44.79135917800546
110,78.25309607380282,44.85018371382641
111,78.32842178176362,44.760911730118295
112,78.40449962572049,44.76087149946591
113,78.48134065512052,44.834632814556606
114,78.55895613123258,44.62428967793773
115,78.63735753209816,44.62393361289132
116,78.71655655761684,-134.80034538170887
117,78.79656513477067,-134.76893347484045
118,78.87739542299158,44.86841149343142
119,78.95905981967627,44.93211501907176
120,79.04157096585314,44.80787599554211
121,79.12494175200588,44.589365289725585
122,79.20918532405864,-134.70013128829788
123,79.2943150895277,-132.55242139001757
124,79.38034472384487,-134.08303828764127
125,79.46728817685798,-133.4255411748866
126,79.55515967951393,-133.90472923729192
127,79.64397375072998,-133.28305701614968
128,79.73374520445932,-134.736036422845
129,79.8244891569568,-134.73603524648505
130,79.91622103425125,-133.7511067405347
131,80.008956579831,-133.82624522948765
132,80.10271186254899,-134.31708676534984
133,80.19750328475476,-134.80719747462803
134,80.2933475906603,-134.70355375734422
135,80.39026187494721,-134.5947019300095
136,80.48826359162297,-134.57315123124704
137,80.58737056313386,-134.81785508812126
138,80.68760098974327,-134.80506726685263
139,80.78897345918332,-134.8276255495335
140,80.8915069565889,-134.81292616751182
141,80.9952208747227,-134.80185428185737
142,81.10013502450126,-134.93933237525087
143,81.20626964583077,-134.83964619065716
144,81.31364541876334,-134.78579344079054
145,81.42228347498347,-134.73670238121176
146,81.53220540963545,-134.7718318787125
147,81.64343329350284,-134.65552625768274
148,81.75598968555092,-134.93749483051465
149,81.86989764584403,-134.7352787157785
150,81.98518074884976,-134.6131700508854
151,82.10186309714223,-134.87237781426643
152,82.21996933551745,-134.9026442589856
153,82.33952466553367,-134.90781702674542
154,82.4605548604907,-134.89003911079823
155,82.58308628086161,-134.88184233892454
156,82.70714589019187,-134.90839508014565
157,82.83276127148024,-134.94528632792458
158,82.95996064405702,-134.86331308095936
159,83.08877288097531,-134.8913085184572
160,83.21922752693143,-134.8848462281589
161,83.3513548167311,-134.967576431455
162,83.48518569431867,-134.95709334661478
163,83.62075183238687,-135.01410012935054
164,83.75808565258495,-134.94660489478323
165,83.89722034634423,-135.05659611546096
166,84.03818989633935,-135.00443211607373
167,84.18102909860544,-135.07683565654816
168,84.3257735853305,-135.08541598585836
169,84.47245984834383,-135.0242254722426
170,84.62112526332115,-134.98948687232988
171,84.77180811472766,-135.00041236642994
172,84.92454762152101,-134.97209094878247
173,85.07938396363602,-134.98985754864282
174,85.23635830927383,-134.98555904391833
175,85.39551284301848,-135.24565808959676
176,85.55689079480386,-135.24863417576842
177,85.72053646975478,-135.31984949725202
178,85.88649527892589,45.54652415143927
179,86.05481377096244,46.12328592651983
180,86.22553966470703,45.153920326399245
181,86.39872188277657,-135.35678669450297
182,86.57441058613371,45.19865255452361
183,86.75265720967708,-135.46855771176612
184,86.93351449887412,-135.07377742146244
185,87.11703654746047,-135.12384000398666
186,87.30327883622937,-135.11983581398093
187,87.49229827293375,-135.0554172270359
188,87.68415323332339,-135.08441327973895
189,87.87890360333854,-135.014847125282
190,88.07661082248036,-135.13650495726404
191,88.27733792837721,-137.04652390418974
192,88.4811496025648,45.058063138513425
193,88.68811221749588,45.37881454482384
194,88.89829388479363,45.335874884118724
195,89.11176450476023,45.28847746760729
196,89.32859581715003,44.99829643286463
197,89.54886145321272,44.790674762732095
198,89.77263698900944,44.87372283328698
199,90.0,44.79371420178366
